"","activity","subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkmeanX","tBodyAccJerkmeanY","tBodyAccJerkmeanZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyromeanX","tBodyGyromeanY","tBodyGyromeanZ","tBodyGyrostdX","tBodyGyrostdY","tBodyGyrostdZ","tBodyGyroJerkmeanX","tBodyGyroJerkmeanY","tBodyGyroJerkmeanZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","tBodyAccMagmean","tBodyAccMagstd","tGravityAccMagmean","tGravityAccMagstd","tBodyAccJerkMagmean","tBodyAccJerkMagstd","tBodyGyroMagmean","tBodyGyroMagstd","tBodyGyroJerkMagmean","tBodyGyroJerkMagstd","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccJerkmeanX","fBodyAccJerkmeanY","fBodyAccJerkmeanZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ","fBodyGyromeanX","fBodyGyromeanY","fBodyGyromeanZ","fBodyGyrostdX","fBodyGyrostdY","fBodyGyrostdZ","fBodyAccMagmean","fBodyAccMagstd","fBodyBodyAccJerkMagmean","fBodyBodyAccJerkMagstd","fBodyBodyGyroMagmean","fBodyBodyGyroMagstd","fBodyBodyGyroJerkMagmean","fBodyBodyGyroJerkMagstd"
"27","LAYING",27,20.28358444,-1.331020323,-7.96978023,-72.40568133,-72.79646724,-73.01113771,-39.25216076,42.02308256,62.55903614,-71.86760584,-73.53392898,-73.19016704,5.6703872798,0.9360340575,-0.05073064767,-72.99892055,-72.90180017,-73.23670085,-1.44616223298,-7.088012795,8.786638698,-73.1739537,-72.83727317,-72.39974998,-7.484929449,-2.68017759068,-4.756704089,-73.51927534,-73.48391492,-73.50395732,-72.67478226,-72.44009304,-72.67478226,-72.44009304,-73.13958525,-73.15542108,-71.55190199,-71.92176423,-73.58227324,-73.51783918,-72.56675667,-72.73578044,-73.06438765,-72.34356199,-72.83591251,-73.00709671,-73.01428837,-72.90903852,-73.11445155,-73.07333244,-72.97258465,-73.25268657,-73.04011189,-73.02289196,-72.46094942,-73.21429234,-72.74587157,-72.52713642,-72.62278731,-72.54192909,-73.11931879,-73.12493961,-72.51190943,-71.91366152,-73.52371962,-73.52287015
"28","LAYING",28,22.0730786,-1.3403028658,-8.667588237,-77.51106364,-75.63094243,-76.51602743,-39.22676335,11.52586196,1.2605602,-77.64792715,-77.58072228,-78.32997326,6.246165152,0.47519386565,0.480777550914,-78.41317732,-78.29436318,-77.84573247,-1.3894164588,-7.795898698,7.486329852,-76.41298238,-76.80459709,-76.98999294,-8.360930163,-2.8480803997,-4.2760153171,-76.86423588,-78.43198258,-78.51351328,-76.64897842,-76.36592236,-76.64897842,-76.36592236,-78.27642735,-77.86501183,-74.9685537,-74.31527307,-78.25762165,-77.58186218,-77.9144694,-76.67490952,-76.88925379,-77.38598911,-75.36031822,-76.54167239,-78.40107352,-78.24758619,-77.62012523,-78.5764721,-78.48939736,-77.96246745,-75.74433877,-77.26595644,-76.89318759,-76.64736912,-76.60423905,-77.30496192,-76.88284701,-76.6051215,-77.87489988,-77.78689029,-75.53746955,-74.53400033,-77.74644659,-77.5455857
"29","LAYING",29,19.82336858,-1.186561841,-7.552882704,-67.91114933,-68.32662532,-68.12060534,-23.92849915,55.71994077,40.74120346,-67.1328524,-68.60308777,-68.0186943,4.9601422522,0.80669321094,0.16666452105,-68.44841327,-68.27643603,-68.53689362,-1.782138933,-5.2565190635,8.791426044,-68.6050848,-68.49981609,-67.27462874,-6.867845177,-2.668701236,-4.653840696,-68.7614353,-68.79862872,-68.68127483,-68.06803057,-67.72847819,-68.06803057,-67.72847819,-68.49805038,-68.63063726,-67.06272999,-67.41576642,-68.81525435,-68.83895894,-68.07726295,-68.24336698,-68.27370094,-67.85682933,-68.35694728,-68.06013555,-68.45862476,-68.26851885,-68.4492729,-68.4855,-68.34229771,-68.52443543,-68.52546001,-68.56504722,-67.35671826,-68.63100078,-68.46461421,-67.40326855,-68.08924453,-67.73038507,-68.58588103,-68.61130007,-67.89609258,-67.39085419,-68.83559986,-68.83338091
"30","LAYING",30,19.67237304,-1.3614586903,-7.256070535,-68.34537608,-66.79412767,-67.69309655,-24.13164287,51.28628734,47.70214475,-68.56947599,-69.22515004,-68.82921674,5.265376665,0.75376133061,-0.0261932777,-68.42246429,-67.97348447,-68.56625273,-1.87468553,-5.330334462,6.569305142,-68.15639757,-67.62291711,-67.82224093,-7.159415101,-2.6941310727,-4.170157392,-68.86430836,-68.62499435,-68.65382122,-67.8880989,-67.21175351,-67.8880989,-67.21175351,-68.5462974,-67.87496032,-67.35994448,-66.58851087,-68.95604894,-68.33239998,-68.23529995,-67.19819922,-67.92253942,-68.39316824,-66.749088,-67.7031739,-68.38215311,-68.01873959,-68.29426943,-68.62455237,-68.07039377,-68.75970872,-68.02523369,-67.77192327,-67.73041528,-68.21418805,-67.55939067,-68.05394666,-67.39885743,-67.48362675,-67.89644887,-67.76614446,-67.34008393,-66.68511145,-68.44749349,-68.28370841
"31","SITTING",1,12.278165575,-0.06148951963,-4.913576566,-45.92976339,-43.36307617,-44.16055568,39.08096687,9.607344856,15.60605403,-45.51748585,-43.96930163,-44.60492386,3.641678438,-0.0290978309,-0.15828624046,-46.36224343,-46.12448237,-46.43180781,-2.1314526561,-4.320435282,2.957774916,-45.92893031,-45.42427308,-44.24701828,-4.402930894,-1.889955184,-2.195023469,-46.61138483,-46.50734922,-46.4329829,-44.58122895,-43.57268568,-44.58122895,-43.57268568,-46.40611719,-46.25364113,-43.75194703,-43.9229965,-46.62288804,-46.45051024,-46.04313822,-44.37197387,-45.08168979,-45.89137872,-43.1119253,-43.92006923,-46.37006006,-46.13423495,-46.34449534,-46.41217074,-46.17815375,-46.45194169,-45.87958881,-45.86441351,-44.71183059,-45.96149867,-45.230217,-44.36413853,-44.54579736,-43.63690568,-46.30731996,-46.13549034,-45.0464727,-43.81332362,-46.52048472,-46.39133201
"32","SITTING",2,12.74601818,-0.7216477115,-5.024040533,-45.39382486,-43.73240696,-44.1520959,43.26195456,-4.858981126944,9.141431363,-45.079483,-44.01051256,-43.90313016,3.323796181,0.53799075209,0.34985158774,-45.45056929,-44.98726195,-45.42583774,-2.091650454,-2.7567192664,1.896476326,-45.34413328,-45.03029824,-44.1509706,-4.307110699,-1.911769334,-2.0049144459,-45.52661506,-45.58092228,-45.33494698,-44.5231067,-43.84174643,-44.5231067,-43.84174643,-45.3916368,-45.28588993,-43.51761401,-44.22042671,-45.58974872,-45.5213663,-45.34697667,-44.03780093,-44.62745994,-45.41865614,-43.70339269,-44.01569175,-45.44104451,-44.94842633,-45.31593631,-45.51511894,-45.11699451,-45.47425699,-45.20058392,-45.17664249,-44.15148183,-45.39319107,-44.95838468,-44.32204235,-44.21859242,-43.9564777,-45.25823615,-45.26971255,-44.70466742,-44.22374428,-45.53364974,-45.52311381
"33","SITTING",3,13.374275155,-0.1821559177,-5.114611857,-50.49252629,-44.54412623,-45.50572912,46.8571472,6.61977572079,7.229070288,-49.78087181,-47.00399643,-46.68228855,3.775711777,0.1417151498,-0.22014115425,-50.6723043,-49.58883233,-50.68240143,-2.003899065,-3.912532143,4.88859267276,-50.20260796,-49.13243771,-48.17351294,-5.387506231,-1.8767313854,-3.06841582677,-50.57243911,-50.88906725,-50.63508687,-46.55993421,-45.2556884,-46.55993421,-45.2556884,-50.39219915,-50.26060438,-47.80642736,-48.126941398,-50.8558987,-50.79217915,-50.44803093,-46.37920307,-47.73537212,-50.52350568,-44.18209419,-44.94476813,-50.6974189,-49.61684787,-50.48397481,-50.76674381,-49.73601135,-50.81229777,-49.79263316,-49.7210246,-48.61833386,-50.33667927,-48.8597194,-48.39292384,-47.01765773,-45.48058279,-50.22622237,-50.26158035,-49.22657707,-48.123380708,-50.85070149,-50.78786974
"34","SITTING",4,13.576913996,-0.3581532579,-5.293729794,-49.01549655,-44.511199054,-46.61015033,43.46515032,10.5811269968447,5.506024054,-49.07026474,-46.636355193,-47.54746273,3.922501195,-0.54291085547,-0.60749975798,-48.83710981,-47.22980528,-48.95193829,-2.472175578,-4.471503054,5.057516739,-48.50658952,-47.92340602,-46.39861147,-4.847474212,-2.0924194998,-2.44982175836,-48.49498656,-49.2220679,-48.44024158,-46.784741,-45.72039224,-46.784741,-45.72039224,-48.50661418,-48.12745552,-46.30316569,-46.44491465,-49.02452309,-48.79033451,-48.87312492,-45.28914659,-47.58918716,-49.09540946,-44.47336747,-46.34996584,-48.84228563,-47.21491954,-48.75774528,-48.93884561,-47.4646579,-49.08497241,-48.02948179,-48.37918239,-46.68884461,-48.66665535,-47.70602095,-46.64341772,-46.45010475,-45.99078548,-48.12503669,-48.07922597,-47.43848762,-46.44252772,-48.82738817,-48.81308769
"35","SITTING",5,12.04254214,-0.4356367519,-4.7757732117,-43.16158097,-39.790745325,-40.74816857,38.75218353,7.411603056,6.2923017349,-43.25805183,-41.357491111,-41.58039598,3.298140608,-0.1226602723,0.148988221724,-42.90901341,-41.92259549,-42.8312073,-1.8583629231,-3.67612995,3.625311587,-42.51392134,-41.802819,-41.38806923,-3.914889729,-2.0006931225,-2.1459448277,-42.50562853,-42.9190921,-42.45465456,-41.27104619,-40.52131722,-41.27104619,-40.52131722,-42.65008685,-42.49334019,-41.10927245,-40.98225166,-42.84932463,-42.69727486,-43.00783573,-40.54312837,-41.62682554,-43.23399707,-39.7008273244,-40.56111444,-42.94509785,-41.98644955,-42.65805855,-42.96734408,-41.99643545,-42.94498252,-42.11315908,-42.04025581,-41.27215074,-42.65317625,-41.69314475,-41.68324497,-41.1967866,-40.72944881,-42.4353733,-42.52799423,-41.56945417,-41.12886208,-42.75032829,-42.70971775
"36","SITTING",6,15.22281681,-0.8025138841,-6.057025079,-53.90907135,-50.80251721,-50.91884034,51.35311142,3.7544576485,3.82370811442,-54.38798031,-52.84817971,-52.55117078,4.15096899373,0.000140607390000013,0.34305028015,-53.3461212,-51.98290274,-52.72151239,-2.04843255557,-4.94495816403,4.698903034,-52.6552225,-51.92715246,-51.6824743,-5.151814384,-1.83692685014,-2.56027371038,-51.90431426,-52.89793995,-52.73332192,-52.22489422,-51.23649606,-52.22489422,-51.23649606,-52.95034261,-52.15000053,-51.29870967,-50.669271,-52.96110753,-52.25828145,-53.64433001,-51.0545401,-51.46889634,-54.03482066,-50.91223258,-50.91726616,-53.40706139,-52.08889517,-52.48098821,-53.43188221,-52.07840231,-52.89001053,-51.68192703,-51.91215662,-51.41206925,-52.98738756,-51.96958087,-52.10297388,-51.46627152,-51.67509616,-52.15917595,-52.10175852,-51.13491236,-51.12520279,-52.36190113,-52.31581814
"37","SITTING",7,13.66438259,-0.70132683858,-5.878300686,-46.68808198,-43.65382553,-41.113581189,46.51909557,0.2922463901,3.1182540017,-45.9399568,-45.3809407,-41.6929217,3.208895007,0.56094441269,0.77761988143,-47.14358871,-46.53401647,-46.66831069,-2.38262265462,-1.6133743035,1.2454879447,-45.20980576,-45.31796815,-44.97701801,-4.5031470004,-1.902935448,-2.181918092,-46.76971419,-47.08918467,-47.08582394,-44.08474114,-42.333965749,-44.08474114,-42.333965749,-46.87486447,-46.57167716,-43.09778568,-43.10703909,-47.11992587,-46.85829265,-46.68946209,-44.71155042,-43.42441622,-46.69823837,-43.4222014,-40.51598654,-47.13778771,-46.53233342,-46.48816823,-47.23326453,-46.64711905,-46.78556133,-45.29432436,-45.92054712,-45.47615676,-45.25086828,-45.03574656,-45.11164887,-43.62992526,-42.571950636,-46.60580084,-46.48775364,-44.78793385,-42.99863895,-46.97447959,-46.79836506
"38","SITTING",8,12.304607755,-0.3093732858,-4.80520826,-45.03520301,-42.657271863,-43.21943939,38.29287839,11.044375385,12.139178534,-44.47086649,-43.123265863,-43.03186525,3.618883301,-0.302457501088,-0.49132103232,-45.31868267,-45.11609188,-45.32314713,-2.518026141,-4.393410488,3.293824525,-45.28810643,-44.68903205,-44.14268323,-4.246491152,-1.852299345,-2.050368305,-45.69017378,-45.48830873,-45.32110465,-43.7984264,-42.777406319,-43.7984264,-42.777406319,-45.35882956,-45.11069936,-42.90338319,-43.83807508,-45.62314169,-45.39080686,-45.13257385,-43.43410704,-44.13406869,-44.99980961,-42.49617859,-42.95893294,-45.30895445,-45.09017081,-45.21778431,-45.39802609,-45.21978404,-45.36452607,-45.18121425,-44.92313494,-44.24273914,-45.32560787,-44.57052393,-44.28108368,-43.60716204,-42.85917704,-45.12288545,-45.04872974,-44.42711231,-43.8495532,-45.43560779,-45.36277408
"39","SITTING",9,12.416337177,-1.350838849,-3.768923443,-47.86138957,-43.75707025,-41.600093634,45.81622553,-2.07129114469,4.2631549572,-47.76402031,-47.3225985,-44.292705621,3.8502503187,0.4908698631,-0.43373363255,-48.22679282,-47.83887724,-48.09447188,-2.1164438389,-2.071355906,4.03959642954,-47.95100246,-45.95941132,-46.50884169,-4.65354053,-2.3331720736,-2.6420744997,-48.22661726,-48.59637236,-48.43694457,-44.66808588,-43.18782171,-44.66808588,-43.18782171,-48.21918785,-47.58901216,-45.16177684,-45.33031603,-48.66820683,-48.31805367,-47.9706797,-45.58416095,-44.61006719,-47.84517295,-43.380680373,-40.9000917412,-48.27981198,-47.90036953,-47.87634876,-48.33302018,-47.92614933,-48.24706709,-47.51576185,-46.98465039,-47.01561565,-48.09180081,-45.52916805,-46.70937392,-44.88590986,-43.45862557,-47.65252204,-47.46974907,-46.72188689,-45.32356146,-48.41577939,-48.29985074
"40","SITTING",10,14.61305105,-0.81230482001,-5.629674895,-53.0766986,-49.570894618,-52.26265701,42.7619087,-2.22808185,10.936866935,-52.54893112,-50.52726035,-52.21252011,4.187011528,0.4848527477,-0.26976587094,-53.40310636,-52.96086665,-53.3658134,-2.335133755,-3.671965434,4.028177895,-53.39914725,-53.15615846,-51.86408195,-5.030397143,-2.220569321,-2.64282434116,-53.58563949,-53.59956272,-53.47402991,-51.88088878,-50.74215794,-51.88088878,-50.74215794,-53.35492883,-53.20133224,-50.98691036,-52.00548719,-53.66020433,-53.55159461,-53.18692979,-50.7843108,-52.63081135,-53.0410911,-49.293255403,-52.1705363,-53.42571075,-52.97199423,-53.24706546,-53.43574954,-53.03046192,-53.41198644,-53.26977762,-53.25367764,-52.13135536,-53.44446748,-53.11330092,-51.97060223,-51.58517458,-50.84164545,-53.23864326,-53.09640404,-52.62082556,-51.97283763,-53.57834258,-53.53609145
"41","SITTING",11,14.65928046,-0.7907367688,-5.980531572,-52.08821779,-48.83431226,-51.32361964,46.21408131,11.3269642042,9.992179887,-52.36767508,-50.33900632,-51.49806537,4.037419821,-0.01133344326,0.44170240371,-51.95776367,-51.2386321,-52.12240531,-2.119920054,-4.003007737,4.037218921,-52.37274031,-52.05919913,-50.50074856,-5.026644451,-2.0819091611,-2.6785959507,-52.49658047,-52.39340547,-51.99385037,-50.98445048,-50.0628368,-50.98445048,-50.0628368,-51.90584866,-51.64912152,-50.44987702,-50.87811788,-52.44450865,-52.27160323,-52.01851708,-49.52866869,-51.56132085,-52.11965994,-48.76249957,-51.29787272,-51.98408277,-51.27509474,-51.99961765,-52.02522093,-51.32633821,-52.17052916,-52.2106644,-52.07974218,-50.58605252,-52.42704417,-52.05330971,-50.71054664,-50.51249848,-50.27166526,-51.69171257,-51.53132411,-51.39939741,-50.91769582,-52.32456655,-52.23718315
"42","SITTING",12,14.02536847,-0.80525424147,-5.421668677,-50.11100788,-47.35764324,-47.92275634,47.23767775,4.2355959552,4.51676755,-50.24538576,-49.14574094,-48.76664011,3.933516046,0.54055157068,-0.10433375606,-49.80120424,-49.16642054,-49.93478678,-2.163211833,-3.835100031,3.715157007,-49.69569295,-48.98535351,-48.52917919,-4.799219798,-1.976135121,-2.6297338662,-49.84382629,-49.94673937,-49.83408665,-48.56100769,-48.32337211,-48.56100769,-48.32337211,-49.71145898,-49.61004053,-48.03726928,-48.28523132,-50.00000922,-49.89128733,-49.96297333,-48.08116886,-48.68595807,-50.18397335,-47.22773276,-47.73176487,-49.83260424,-49.17604576,-49.75312977,-49.8769978,-49.2934849,-50.05185246,-49.39497825,-49.14998769,-48.74162738,-49.79333497,-48.91107548,-48.69326376,-48.75315691,-48.48300663,-49.5574787,-49.62052361,-48.8841052,-48.37150992,-49.90270714,-49.94207574
"43","SITTING",13,13.44209648,-0.2879891388,-4.7650790431,-48.48776749,-46.00941934,-45.99341956,45.35324911,4.986717872,3.713091905,-48.08757652,-46.61630017,-45.61799829,3.6890428176,-0.055048605517,-1.13874650102,-48.64853594,-48.22911033,-48.39299242,-1.7401117985,-4.423168269,4.03481693039,-48.3063689,-48.00375435,-47.3779243,-4.700072595,-2.0107977158,-2.2839958201,-48.57717983,-48.59689416,-48.50320772,-46.92683762,-45.95885119,-46.92683762,-45.95885119,-48.48539411,-48.45184181,-46.60598956,-47.23308898,-48.63761092,-48.57933181,-48.51663841,-47.02402189,-46.852970112,-48.48111855,-45.749658623,-45.77526136,-48.64123242,-48.21179099,-48.27779903,-48.69042633,-48.3094979,-48.44199291,-48.17769194,-48.14034664,-47.45083636,-48.34902001,-47.93526473,-47.50313598,-46.888176423,-45.98796662,-48.42907823,-48.42828287,-47.68965561,-47.24913678,-48.59446334,-48.56975285
"44","SITTING",14,15.11949116,-0.4701053505,-5.421680483,-52.7203214,-49.406528011,-49.82984113,50.70809303,-1.9684833963,-5.108240888,-52.71914157,-51.317423836,-50.67444986,4.006145758,-0.235540432358,-0.57102037072,-52.96809538,-52.26273124,-52.71120271,-2.378177965,-3.852782717,5.014027478,-52.964819,-51.95060235,-51.45683671,-4.976718726,-2.3467173933,-2.808656684,-53.47534897,-53.29321149,-53.0722335,-50.98668896,-49.9767748,-50.98668896,-49.9767748,-52.73213433,-52.560543,-50.90884394,-51.14238255,-53.36915076,-53.29605545,-52.7286569,-50.36281737,-50.98280826,-52.72036507,-49.225925243,-49.554620386,-53.00459907,-52.32339557,-52.52860636,-53.02372488,-52.32295841,-52.82172113,-52.84316435,-52.36956341,-51.67912638,-53.00494671,-51.74427977,-51.62555563,-50.79185208,-50.17647261,-52.54120852,-52.53980811,-52.01930919,-51.11197004,-53.31550892,-53.3015196
"45","SITTING",15,16.101299408,-0.6914119864,-6.706013939,-58.23797701,-54.42202261,-56.01094348,52.53149147,12.440108996,0.16612392846,-57.97463214,-55.67012329,-56.22544588,4.630277453,-0.5300781778,-0.139952451754,-58.3015777,-57.70949293,-58.23365046,-2.224955669,-4.7402297007,5.616670695,-58.3040428,-57.54396965,-56.86218237,-5.626529501,-2.33680576989,-3.0924752177,-58.58045352,-58.42848517,-58.28829495,-56.56152034,-55.34069643,-56.56152034,-55.34069643,-58.18036251,-58.09370209,-56.48256607,-56.84502942,-58.53914474,-58.39348292,-58.21055696,-55.396659416,-56.83039329,-58.25570196,-54.23059932,-55.79657807,-58.29826002,-57.71138178,-58.10959669,-58.36954722,-57.80306971,-58.2739527,-58.18300224,-57.77290176,-57.03715958,-58.3440339,-57.43390945,-57.00749025,-56.035368078,-55.53056035,-58.09667679,-58.01329885,-57.45196861,-56.83931548,-58.4206766,-58.38073256
"46","SITTING",16,19.37303164,-0.7072357857,-6.150687865,-68.09096677,-65.6609432,-64.83738505,65.02955908,-5.974589522,6.1595071832,-67.63091879,-66.79360128,-65.261135742,5.06699237,0.68009359469,-0.79371096786,-68.3694183,-67.74426698,-67.86061769,-2.8428968917,-3.964225488,5.4905805422,-67.69157876,-66.12522509,-66.25986036,-6.60471119,-3.1075480364,-4.0597617874,-68.28124628,-68.35290374,-68.19713818,-66.36969797,-64.93253529,-66.36969797,-64.93253529,-68.13561624,-67.86945805,-65.30279939,-64.71802592,-68.47867783,-68.19002643,-68.1060242,-66.3405113,-66.2091039,-68.09557687,-65.53821897,-64.49099811,-68.37653334,-67.74089955,-67.70128454,-68.41818287,-67.84292344,-67.92101037,-67.52566713,-66.70892412,-66.24402022,-67.76199244,-65.84971892,-66.53463361,-66.12514817,-65.038589258,-67.89383588,-67.77114828,-65.83020861,-64.78156184,-68.26605641,-68.13793808
"47","SITTING",17,17.75084926,-0.9060015414,-7.271941446,-63.64440994,-61.55895231,-61.80666853,60.47255985,-0.180139083,-8.6914484275,-63.37258349,-61.87008678,-61.22308122,4.804543115,0.35902147146,-0.09948698582,-63.63779859,-63.27276815,-63.39387276,-2.723146177,-4.2831739599,5.5043443416,-63.33685285,-63.11223557,-62.70113446,-6.0318526,-2.63125887602,-3.269780763,-63.69637998,-63.67884038,-63.60584048,-62.25583017,-61.76417223,-62.25583017,-61.76417223,-63.54014177,-63.45257595,-61.89937564,-62.42625631,-63.76542688,-63.64459236,-63.61404042,-62.07539131,-62.38986269,-63.65806807,-61.42650508,-61.62694869,-63.65072775,-63.25295486,-63.28499618,-63.65524238,-63.35461191,-63.41236789,-63.25830833,-63.28281469,-62.82349429,-63.36264067,-63.02803828,-62.7820573,-62.31211232,-61.7855795,-63.45134403,-63.38045609,-62.93563471,-62.38149459,-63.69309212,-63.59196952
"48","SITTING",18,15.80439107,-0.7335402945,-6.378572222,-56.67783535,-55.57090347,-55.72164487,51.85953875,7.403529145,9.22701282,-56.66049497,-56.09002233,-55.76539044,4.367504673,0.39589936501,0.1588915139732,-56.52260574,-56.08815487,-56.43872794,-1.898425096,-3.9090391443,4.834400917,-56.54154666,-56.2449406,-55.94695324,-5.441922432,-2.2636158715,-2.9812733073,-56.66770087,-56.67077724,-56.59041653,-56.06942665,-55.9509313,-56.06942665,-55.9509313,-56.42256575,-56.49608298,-55.72519455,-55.93824251,-56.70778607,-56.70752807,-56.60926045,-55.66269623,-56.03079716,-56.70967425,-55.57386391,-55.61616092,-56.53970846,-56.06761632,-56.35531128,-56.54622646,-56.18460043,-56.43807555,-56.42780552,-56.35605398,-56.03256103,-56.57679777,-56.18547501,-56.01944475,-56.13254363,-55.98689064,-56.45320333,-56.48952498,-56.2325088,-55.93140007,-56.70406669,-56.71315444
"49","SITTING",19,19.98961308,-1.2219659822,-7.935658764,-71.2741094,-69.37839291,-69.4908619,42.44012016,26.30507803,35.70624141,-70.76291574,-70.8077964,-70.10883214,5.5023540431,1.00682334266,0.126367964156,-72.05415984,-71.48654422,-72.02944604,-1.5633043444,-3.797517571,7.07355924263,-71.8776474,-70.0623566,-70.48843327,-7.371987596,-3.10374257,-4.312852295,-72.15792695,-72.0850118,-71.92768037,-70.23140679,-69.47816298,-70.23140679,-69.47816298,-72.00895025,-71.8469785,-68.7827202,-69.38590198,-72.22987311,-71.96568378,-71.48437632,-70.13571228,-70.54246165,-71.18990991,-69.20787412,-69.16859002,-72.03461808,-71.47733473,-71.83057504,-72.16612037,-71.61298961,-72.13508985,-71.66728754,-70.67777333,-70.68121179,-71.94705152,-69.75869854,-70.65445519,-70.27217819,-69.55456627,-71.81387021,-71.80917091,-70.3894301,-69.38536246,-72.03110155,-71.93540046
"50","SITTING",20,18.35099898,-0.97171341387,-7.152395878,-64.88340269,-61.78409851,-61.32102219,61.01399848,4.840343725,10.0108229251,-65.06471627,-63.82091326,-61.766427766,4.927351394,0.3943039773,0.10568900755,-64.81716313,-64.07919299,-64.45048426,-2.402791312,-4.294549691,4.243022113,-64.43639513,-63.36689757,-62.42093903,-6.335807386,-2.6881750127,-3.074511984,-64.50938412,-64.65915042,-64.66297755,-62.88071084,-61.89242586,-62.88071084,-61.89242586,-64.59912217,-64.18749952,-62.01191275,-62.11061405,-64.87867822,-64.3550259,-64.75940224,-62.38310887,-62.54143217,-64.94257277,-61.71209223,-61.04651358,-64.8280778,-64.09644698,-64.23195645,-64.91534021,-64.2032541,-64.57828892,-64.01427677,-63.66644254,-62.76358202,-64.57661354,-63.22903596,-62.64567026,-62.49628781,-62.18198128,-64.13421053,-64.19145112,-62.9243385,-62.28589989,-64.42315135,-64.36495483
"51","SITTING",21,23.59086743,-1.2240824967,-9.524920458,-84.30106941,-82.18459268,-81.56326825,79.90266628,1.829257025,-4.826011516,-84.39959438,-83.24520587,-82.06125198,6.435433214,1.0286711865512,-0.01490493413,-84.10234834,-83.21523841,-83.79500795,-1.689058975206,-5.5511587782,7.066271364,-84.01489261,-82.99234142,-83.04267598,-8.594755886,-3.327609142274,-4.474483957,-84.10520232,-84.1264264,-83.9761338,-82.85247495,-82.61951136,-82.85247495,-82.61951136,-83.80551414,-83.85427353,-82.02254467,-82.55413024,-84.17612474,-84.17568978,-84.20186938,-82.2851805,-82.52304415,-84.3518945,-82.24270965,-81.29506293,-84.1295309,-83.23033728,-83.59191745,-84.15236491,-83.32950935,-83.88188215,-83.71595258,-83.28562973,-83.03137696,-84.11254135,-82.8514735,-83.22610767,-82.8604843,-82.82804542,-83.75410049,-83.89428171,-83.1163747,-82.62231636,-84.15121317,-84.24028741
"52","SITTING",22,16.962197008,-0.7655043678,-6.56129691,-60.66494307,-57.53966629533,-56.88902094,52.03696758,12.930340808,19.564192524,-60.2646193,-59.161950947,-57.532940291,5.007661334,-0.05224833925,-0.78648538814,-60.86317725,-59.81653561,-60.69355809,-2.2346701852,-4.920428155,4.9874460065,-60.82814869,-58.91075567,-58.6830879,-6.116257604,-2.625140901,-3.2066027175,-61.11161752,-60.7770884,-60.73173452,-58.41437594,-57.3088434102,-58.41437594,-57.3088434102,-60.71683027,-60.05176016,-58.40880083,-57.8626462,-61.09951416,-60.54323351,-60.66733283,-58.25185249,-58.69138937,-60.67463779,-57.473705716,-56.37934695,-60.81855937,-59.7140273,-60.47050456,-61.02657576,-60.12611544,-60.83887791,-60.59053733,-59.46802876,-58.79875724,-60.90714747,-58.6586925,-58.96483312,-58.4708507,-57.461477849,-60.07231442,-59.95562911,-59.02107157,-57.88090661,-60.6220778,-60.5317231
"53","SITTING",23,18.58788511,-0.9108261066,-7.058990192,-67.15731929,-63.57548203,-61.579738542,63.68262852,8.27907225,4.2847585827,-66.94849711,-65.34238499,-62.82884482,5.236151995,0.689189480635,-0.10119987893,-66.95020266,-66.50711697,-66.36657166,-3.2135675577,-4.653413747,4.390577822,-66.66473393,-64.47144777,-65.26086701,-6.57847091,-2.9552973719,-3.3018153907,-67.12175511,-66.68946628,-67.19284966,-64.19749256,-62.8975019,-64.19749256,-62.8975019,-66.80153423,-66.20947679,-63.68835303,-63.71641462,-67.08295649,-66.58743586,-67.07014562,-64.83530764,-64.05811934,-67.20747756,-63.29314113,-60.936517946,-66.94945872,-66.51326284,-66.14062337,-67.04933487,-66.61039939,-66.49967841,-66.44619909,-65.13857964,-65.64916068,-66.7435804,-64.17387263,-65.41015569,-64.31697245,-63.04212805,-66.24025974,-66.10395713,-64.75594285,-63.83029281,-66.68809038,-66.53793459
